Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE
4fe3a629-ad58-4f0d-a81a-dd5482376a67,7/16/2008,,999-12-1883,,,,Angle307,McLaughlin530,,,,hispanic,mexican,F,Northampton  Massachusetts  US,597 Sanford Landing,Springfield,Massachusetts,Hampden County,1013,42.19367232,-72.5220875,257237.44,2819.84
7e0197fe-f6ea-4c8e-816e-97c5da115b92,5/25/1980,,999-35-4164,S99939071,X6961262X,Mr.,Alvin56,Goldner995,,,S,white,polish,M,Leyden  Massachusetts  US,327 Roob Pathway,Framingham,Massachusetts,Middlesex County,1701,42.37213587,-71.35151395,946852.15,3018.88
22789ea7-d236-4466-b841-2a596847b219,5/19/1992,,999-45-6261,S99948928,X71663867X,Mrs.,Ranae267,Berge125,,Turner526,M,white,english,F,Framingham  Massachusetts  US,252 Wisoky Drive,Natick,Massachusetts,Middlesex County,,42.28997812,-71.31781999,680607.22,5524.26
65d885f4-8ab3-46cf-a3c1-c038a7fbd277,12/4/1976,,999-30-4505,S99943870,X47670030X,Mr.,Everette494,Davis923,,,M,white,irish,M,Hamilton  Massachusetts  US,219 Hessel Green Unit 66,Ware,Massachusetts,Hampshire County,1082,42.37036264,-72.27212995,1083126.01,4172.96
5d141bc0-4b0b-473e-89a7-15625fcccb5d,2/7/1949,,999-49-8592,S99955863,X52255030X,Mr.,Leo278,Kreiger457,,,M,white,polish,M,Boston  Massachusetts  US,155 Mosciski Center Suite 83,Wareham,Massachusetts,Plymouth County,,41.85206553,-70.6939331,1739965.61,5397.92
51471b77-26e6-4100-9cc8-0139308245ba,12/20/1952,,999-68-1991,S99935012,X43945337X,Mrs.,Luna60,Sawayn19,,Medhurst46,M,hispanic,central_american,F,Leominster  Massachusetts  US,440 Welch Glen Unit 74,Milford,Massachusetts,Worcester County,1757,42.18112904,-71.48847015,1479214.11,8953.32
6f9b97ee-6341-43fa-854a-ba63105fe391,7/29/2009,,999-93-8851,,,,Daniel959,Bode78,,,,asian,asian_indian,M,Lawrence  Massachusetts  US,351 Grant Loaf Suite 65,Concord,Massachusetts,Middlesex County,,42.5510269,-71.30894354,220079.14,2779
8b1d8f17-f3bb-45d3-b696-b88e26d2f0cf,10/20/2013,6/6/2016,999-90-6036,,,,Bradley693,Ondricka197,,,,white,italian,M,Palermo  Sicily  IT,980 Littel Burg Apt 80,Winchendon,Massachusetts,Worcester County,1475,42.75923497,-72.00785511,66260,1548.24
a4bc38a8-64f3-419c-9e03-7e31fd53eaa4,4/15/1947,,999-47-1732,S99967731,X9681737X,Ms.,Lory442,Watsica258,,,S,white,english,F,Hanson  Massachusetts  US,337 Bruen Well Apt 42,Middleborough,Massachusetts,Plymouth County,,41.90795998,-70.80058421,1431286.08,10952.48
a8267e63-5207-4c6d-8f40-2e5ef1e0090d,4/13/1956,,999-23-5872,S99958817,X71676871X,Mr.,Wilson960,Heathcote539,,,M,white,portuguese,M,Wilmington  Massachusetts  US,208 Leffler Track Unit 23,Boston,Massachusetts,Suffolk County,2108,42.34291682,-71.10049065,24818.43,0
cba7f3a8-aac3-460b-8b61-428de8c1e05c,10/20/2013,,999-14-7366,,,,Mariano761,Friesen796,,,,white,italian,M,Rome  Lazio  IT,570 Schultz Club,Winchendon,Massachusetts,Worcester County,1475,42.76167118,-71.97668315,137176.74,1985.72
60d5bd0d-7925-473a-abb5-7b553aaee122,6/23/1927,12/18/1986,999-22-4397,S99917823,X11404541X,Mrs.,Tereasa291,Rau926,,Vandervort697,M,white,irish,F,Natick  Massachusetts  US,937 Mertz Landing Unit 23,Reading,Massachusetts,Middlesex County,1801,42.54316613,-71.05542257,189719.29,13385.12
8bf37747-30fa-4458-a06c-09b7ebcb0160,6/25/1952,,999-39-1025,S99959158,X78028522X,Mrs.,Myrl830,Hegmann834,,Kuhic920,M,white,french,F,Brookline  Massachusetts  US,705 Kilback Trail Apt 47,Wilbraham,Massachusetts,Hampden County,1095,42.21930929,-72.39878741,1343540.13,5169.44
e37800dc-d9c7-4e2d-966c-3d7af108e602,11/24/2006,,999-63-3655,,,,Morton637,Kunze215,,,,white,french_canadian,M,Swampscott  Massachusetts  US,113 Spencer Ramp Unit 26,Malden,Massachusetts,Middlesex County,2148,42.52167002,-70.9998841,262549.9,3007.32
b657804a-6811-43d4-b9f3-9f5fb65145a9,5/14/1994,,999-13-8134,S99938143,X64760398X,Mr.,Walton167,Lesch175,,,,white,french,M,Marion  Massachusetts  US,229 Kuphal Bay,Natick,Massachusetts,Middlesex County,,42.38137652,-71.32814857,520980,2815.56
8d064cb8-df5e-4ac4-ad4b-8f43b93bc16d,12/1/1998,,999-15-2099,S99999170,X89430538X,Ms.,Asha251,Kulas532,,,,white,american,F,Boston  Massachusetts  US,1036 Morar Rue,Ware,Massachusetts,Hampshire County,1082,42.33525151,-72.25506442,419068.3,6645.92
8690f8f7-4812-48a7-9325-57f4cf1aa521,3/1/2003,,999-38-4752,S99984615,,,Reggie481,Romaguera67,,,,white,portuguese,M,Leominster  Massachusetts  US,933 Mertz Trafficway,Easton,Massachusetts,Bristol County,,42.11780179,-71.04932335,359204.15,2641.48
9da0dcfc-05e3-4e8e-95ff-b04b56f748be,1/12/1935,,999-48-6128,S99939093,X10612227X,Ms.,Shelly431,Corwin846,,,S,white,italian,F,Dighton  Massachusetts  US,331 Huel Trafficway,Lynn,Massachusetts,Essex County,1901,42.51240276,-70.93351119,1546810.5,48053.11
bf090b52-cda0-494e-bf98-2ad36ff83c52,1/26/1983,,999-23-2594,S99936427,X12702582X,Mrs.,Joline447,Gerhold939,,Hilll811,M,white,scottish,F,Seekonk  Massachusetts  US,1023 Haley Mews,Melrose,Massachusetts,Middlesex County,2176,42.48982891,-70.9922002,783872.95,7724.09
ebfc467b-c9b6-4dd5-b611-4aae8f77b2b6,1/26/1940,,999-67-1505,S99988831,X17843875X,Mrs.,Denisse335,Emard19,,Labadie908,M,white,irish,F,Weymouth  Massachusetts  US,714 Monahan Trailer,Westhampton,Massachusetts,Hampshire County,,42.32856283,-72.71089093,1428372.04,11133.25
ae6669f0-0200-4f8d-83cc-d977041acad5,9/12/1952,,999-37-9480,S99912133,X74190785X,Mrs.,Nelia669,Rolfson709,,Ritchie586,M,asian,chinese,F,Macau  Macao Special Administrative Region of the People's Republic of China  CN,704 Hills Camp,Cambridge,Massachusetts,Middlesex County,2138,42.44364996,-71.08487597,1374537.95,15166.78
f12d9cd1-a264-4e91-9f3b-064302bb0332,10/18/1947,,999-10-9770,S99970919,X7658778X,Mrs.,Carola944,Roberts511,,Doyle959,M,white,english,F,Boston  Massachusetts  US,833 Cartwright Trail,Somerville,Massachusetts,Middlesex County,2138,42.42414555,-71.04124635,1591716.89,10613.16
da6eed88-4547-4ef0-9307-16e1fd770027,6/24/1944,,999-64-4826,S99974333,X29981955X,Mrs.,Karena692,Dietrich576,,Rempel203,M,white,irish,F,Haverhill  Massachusetts  US,355 Nikolaus Divide,Stow,Massachusetts,Middlesex County,,42.51870678,-71.4302042,1562806.54,22810.35
4a2af0e1-fa8c-4657-a6d4-5aac86f56ebd,8/21/2003,,999-35-9576,S99998516,,,Dovie983,Rippin620,,,,asian,asian_indian,F,Cambridge  Massachusetts  US,707 Sauer Walk Unit 95,Brockton,Massachusetts,Plymouth County,2301,42.18252155,-70.92611135,50014.57,3546.03
8e61d7b1-5d03-4b30-80fc-38237c2e624e,2/6/1973,,999-31-7550,S99915435,X26322493X,Ms.,Han309,Spencer878,,,S,white,english,F,Milford  Massachusetts  US,349 Emard Corner Unit 78,Malden,Massachusetts,Middlesex County,2148,42.51229864,-70.98448212,960688.5,5346.84
37a645cb-e429-4475-b17a-edceb9580787,8/26/1958,,999-97-8819,S99977325,X111088X,Mr.,Luis Miguel102,Escalante498,,,M,black,west_indian,M,Santo Domingo  National District  DO,561 Hansen Forge Suite 16,Chicopee,Massachusetts,Hampden County,1013,42.17728535,-72.5359485,1258578.25,5728.52
0ac47275-108c-4d50-a910-4f8334f2f0b9,10/21/1973,,999-55-3896,S99994854,X17863202X,Mr.,Virgil85,Jacobson885,,,M,white,french,M,Chelmsford  Massachusetts  US,418 Gibson Bridge Apt 13,Holliston,Massachusetts,Middlesex County,,42.2815162,-71.41682833,1108180.09,3725.48
465ce228-e53f-47ba-bd78-04308a70ecfd,6/23/1927,,999-12-9192,S99944716,X259480X,Mrs.,Lorinda137,Lemke654,,Ortiz186,M,white,irish,F,Falmouth  Massachusetts  US,115 Ratke Light,Reading,Massachusetts,Middlesex County,1801,42.62795042,-71.0205221,389893.97,30078.88
fe45237f-e741-4644-acff-c1825514a586,9/26/1977,,999-39-5556,S99974014,X81975298X,Mrs.,Latoria810,West559,,Rolfson709,M,white,english,F,Franklin  Massachusetts  US,464 Kutch Ferry,Brockton,Massachusetts,Plymouth County,2301,42.16272607,-70.92676115,199705.02,2155.64
0826685b-b061-411a-9403-a1d2277425e0,7/20/1971,7/30/2013,999-92-2201,S99999450,X47083642X,Mr.,Chas63,Rutherford999,,,M,white,german,M,Fall River  Massachusetts  US,371 Skiles Manor,Lawrence,Massachusetts,Essex County,1840,42.79382626,-71.15393143,135826.43,14416.81
9007a123-a345-45b5-9c3f-5ddad834b5ae,4/30/1986,,999-12-5139,S99979798,X43134043X,Mrs.,Lin401,Heller342,,Purdy2,M,white,scottish,F,Stoughton  Massachusetts  US,655 Leffler Stravenue Unit 23,Springfield,Massachusetts,Hampden County,1013,42.14291597,-72.48338,691164.51,7963.84
ed4701e2-ba22-4510-b55f-9a7920354780,8/14/1965,,999-12-2852,S99946095,X2495439X,Mr.,Jackson413,Jerde200,,,M,white,polish,M,Shrewsbury  Massachusetts  US,343 DuBuque Glen,Holyoke,Massachusetts,Hampden County,1040,42.2170102,-72.61414862,167184.4,7630.81
c790d598-778a-4a44-bded-5a444dff4b27,9/16/1976,,999-49-9858,S99960234,X49880756X,Ms.,Cassandra224,Hilll811,,,S,white,greek,F,Stoneham  Massachusetts  US,279 Pagac Ranch Suite 66,Pepperell,Massachusetts,Middlesex County,1463,42.68586692,-71.50812435,839285.91,8863.2
a50eda74-58d7-4631-aacc-008bc99ac238,2/27/1981,,999-93-4338,S99910114,X23118936X,Mrs.,Le457,Quigley282,,Rolfson709,M,white,italian,F,Somerville  Massachusetts  US,258 Brown Hollow,Brookfield,Massachusetts,Worcester County,1506,42.18661788,-72.10380688,840139.38,8853.28
8b012722-5ebc-4d39-94dd-b8d80820b4ce,8/15/1977,,999-50-9420,S99953388,X46336498X,Mrs.,Leone669,Ankunding277,,Gleason633,M,white,polish,F,Halifax  Massachusetts  US,242 Gutkowski Key Suite 1,Methuen,Massachusetts,Essex County,1841,42.78287082,-71.10891495,224873.79,1335.72
12104075-54c8-4424-a0d8-a0c047519533,3/31/1961,,999-84-5558,S99979156,X75233900X,Mrs.,Carley868,Paucek755,,Murray856,M,white,italian,F,North Attleborough  Massachusetts  US,981 Abshire Common,East Longmeadow,Massachusetts,Hampden County,,42.14604273,-72.44094241,1268099.08,12850.13
c452f53a-bbff-47ab-b1de-ad1a251d36d4,12/27/1960,,999-24-8683,S99969960,X89417211X,Ms.,Kemberly945,Jacobs452,,,S,black,african,F,Brewster  Massachusetts  US,754 Hoppe Junction Suite 66,Westfield,Massachusetts,Hampden County,1085,42.16094387,-72.69097736,1368171.89,9805.76
f93c7a1e-afa1-45a1-a815-a5d1bb1cc705,10/20/2015,,999-91-7974,,,,Wynona930,Bahringer146,,,,white,irish,F,Scituate  Massachusetts  US,111 Hamill Dam Unit 96,Boston,Massachusetts,Suffolk County,2108,42.4186009,-70.95598621,12240,1826.56
b462178c-2492-44ee-bdb4-9e186df89516,7/20/1971,3/12/2019,999-89-8116,S99989604,X82504208X,Mr.,Bertram873,Homenick806,,,M,white,german,M,Haverhill  Massachusetts  US,279 O'Hara Corner Unit 77,Lawrence,Massachusetts,Essex County,1840,42.73951355,-71.09162537,159100.04,63612.85
6cbea2c0-2524-415c-a95e-e0ee1bdd8ecf,10/2/2012,,999-75-2526,,,,Rowena386,Schiller186,,,,black,african,F,Fitchburg  Massachusetts  US,859 Stokes Harbor,Lynn,Massachusetts,Essex County,1901,42.4979334,-70.95000472,186276.06,1937.4
614b9e91-dcbd-4db4-9302-1d7fecac2bed,2/4/1948,12/3/2015,999-94-3493,S99989071,X71172782X,Mr.,Clair921,Weimann465,,,S,white,swedish,M,Medway  Massachusetts  US,318 Sawayn Avenue,Milton,Massachusetts,Norfolk County,2186,42.32113458,-71.00863708,1497360.74,5876.92
8e0c5831-e60c-4c08-ae1c-d1af93629a6c,5/15/2002,,999-89-9553,S99933697,,,Robin66,Boehm581,,,,white,german,F,Middleborough  Massachusetts  US,183 White Village Apt 16,East Brookfield,Massachusetts,Worcester County,1515,42.30544004,-71.95541893,399131.77,2991.44
3968fa83-c2b7-48ee-80ed-0633801f3c3c,10/4/1975,,999-14-4943,S99977717,X7500983X,Mr.,Jospeh459,Dietrich576,,,M,white,polish,M,Boston  Massachusetts  US,866 Rodriguez Overpass Apt 72,Salem,Massachusetts,Essex County,1907,42.56746614,-70.82478304,901879.54,3005.48
3912696a-0aef-492e-83ef-468262b82966,2/23/2007,,999-23-7422,,,,Amalia471,Magaña874,,,,hispanic,puerto_rican,F,Carolina  Puerto Rico  PR,691 Hane Byway Unit 87,Beverly,Massachusetts,Essex County,1915,42.64305734,-70.86029698,335112.79,2712.36
9b061b82-c17c-478a-b381-dbee07149be2,3/5/1961,,999-48-2333,S99910395,X35073790X,Mr.,Benjamín452,Venegas795,,,S,black,dominican,M,Roseau  Saint George  DM,232 Schmeler Byway,Billerica,Massachusetts,Middlesex County,,42.58476417,-71.20938511,1481975.48,5777.84
83e71fff-3735-472a-b015-40cdf279190d,12/28/2006,,999-80-3925,,,,Imelda608,Glover433,,,,white,scottish,F,Boylston  Massachusetts  US,893 Witting Overpass Unit 95,Boxford,Massachusetts,Essex County,1921,42.71126264,-70.91909033,260630.34,2909
8e4678d8-358e-4e68-b6dd-3ca88723a5db,7/10/1966,,999-33-2301,S99915868,X782672X,Mrs.,Val761,Reilly981,,Tillman293,M,white,italian,F,Malden  Massachusetts  US,1041 Jones Mission Apt 45,Weymouth,Massachusetts,Norfolk County,2188,42.20957176,-70.86213297,1186751.36,8239.96
83cd3265-e2b8-4a84-95fb-491738d4fd75,2/28/1987,,999-51-4594,S99992518,X61985981X,Mr.,Bud153,Lang846,,,M,white,irish,M,Southbridge  Massachusetts  US,315 Ward Junction Suite 11,Lowell,Massachusetts,Middlesex County,1850,42.70993695,-71.2197402,711042.11,6417.84
324a30f9-5353-4492-887a-21a7c79b9450,7/20/1971,10/21/2014,999-38-4960,S99973087,X36811756X,Mr.,Renaldo199,Beatty507,,,M,white,german,M,Haverhill  Massachusetts  US,697 McKenzie Divide,Lawrence,Massachusetts,Essex County,1840,42.72989596,-71.1445552,142665.09,19349.66
5ada0174-b12a-46ba-940d-58c42eeb0f1e,7/1/1994,,999-57-9507,S99953971,X25118509X,Ms.,Robbi844,Dach178,,,,white,italian,F,Springfield  Massachusetts  US,116 Auer Underpass Apt 60,Huntington,Massachusetts,Hampshire County,1050,42.36188116,-72.78628925,506278.61,3518
43dfc3fc-6fe9-410a-89ba-593861a6238e,8/21/1959,,999-68-5945,S99996851,X58973407X,Mr.,Jeff859,Heathcote539,,,M,white,french,M,New Bedford  Massachusetts  US,238 Kutch Mill Suite 45,Hinsdale,Massachusetts,Berkshire County,,42.4461443,-73.02587845,1377953.87,5798.6
4f3b103d-3102-49ea-8d87-5a423e11f853,2/4/1948,,999-87-8176,S99959537,X39039698X,Mr.,Leonardo412,Berge125,,,M,white,swedish,M,Taunton  Massachusetts  US,629 Kuvalis Park Apt 54,Milton,Massachusetts,Norfolk County,2186,42.3024299,-71.02629806,1665573.98,9236.94
c1f4c114-a056-4622-8575-d2d8774c8a90,8/21/1943,12/29/2018,999-47-6204,S99933734,X27182106X,Mrs.,Cathi439,MacGyver246,,Strosin214,M,white,french,F,Boston  Massachusetts  US,432 Leannon Rest Apt 11,Templeton,Massachusetts,Worcester County,,42.6226756,-72.0547674,1465254.92,19806.56
3503171f-bc61-438c-a0ee-3332b8e6ac46,11/29/1946,3/25/1983,999-46-2135,S99963447,X69229105X,Ms.,Denisha680,Champlin946,,,S,asian,chinese,F,Framingham  Massachusetts  US,636 Williamson Avenue,New Bedford,Massachusetts,Bristol County,2740,41.55653723,-70.92944044,762904.73,6627.68
bffa4715-f0a8-4fd6-867b-436e4e6fbfb1,6/24/1964,,999-62-4594,S99987222,X37755870X,Mrs.,Tasia358,Jaskolski867,,Armstrong51,M,white,irish,F,Andover  Massachusetts  US,550 Von Rapid Apt 23,Quincy,Massachusetts,Norfolk County,2169,42.31755098,-70.95460112,1115580.66,7977.65
9b42e5bf-a139-48cd-b0b7-6e99ca903c3a,11/10/2002,,999-34-6582,S99947094,,,Aurore252,Kub800,,,,white,italian,F,Boston  Massachusetts  US,549 Beier Gateway,Tewksbury,Massachusetts,Middlesex County,,42.69760512,-71.20579057,367117.84,2999.76
98a5a979-500a-43e3-9bb6-9342be2f74cd,7/20/1971,,999-47-1639,S99921091,X51772451X,Mr.,Kermit56,Legros616,,,M,white,german,M,Waltham  Massachusetts  US,589 Davis Boulevard,Lawrence,Massachusetts,Essex County,1840,42.76734194,-71.09787512,158214.75,33945.22
ddb53fec-6ec8-40f6-b58a-45cdec2257c3,7/25/1952,,999-76-1068,S99997835,X62936712X,Mrs.,Robbin22,Monahan736,,Schroeder447,M,white,italian,F,Milan  Lombardy  IT,566 Okuneva Track,Gloucester,Massachusetts,Essex County,1930,42.70125246,-70.66846321,1390480.46,15446.76
5a2b8aed-ad76-438c-a117-056114c4d1e0,8/25/1993,,999-68-8589,S99981661,X88901776X,Ms.,Eugena417,Effertz744,,,,white,russian,F,Lynn  Massachusetts  US,484 Ward Landing,Greenfield,Massachusetts,Franklin County,1301,42.67919021,-72.5675008,57769.26,0
6978b9aa-165e-495c-b1de-b7c1ad855b92,2/22/1991,,999-61-6077,S99954952,X83043614X,Mrs.,Neda956,Abernathy524,,Funk324,M,white,portuguese,F,Lisbon  Estremadura  PT,152 Lind Hollow Apt 78,Dartmouth,Massachusetts,Bristol County,,41.62579336,-70.89990912,626986.65,10301.92
0f7bcd00-821c-4c44-9843-40b82abc18e5,9/1/2006,,999-13-3202,,,,Lavone763,Morissette863,,,,white,irish,F,Framingham  Massachusetts  US,463 Cole Forge,Taunton,Massachusetts,Bristol County,2718,41.97032274,-71.01641765,267229.42,2909
1b93c7d3-4427-488d-bba4-bee6d6e1c821,8/21/1943,7/21/2006,999-94-7017,S99984259,X70803748X,Mrs.,Ronni748,Wintheiser220,,Orn563,M,white,french,F,Mansfield  Massachusetts  US,977 Hoppe View,Templeton,Massachusetts,Worcester County,,42.62589492,-72.06769698,1394635.39,11596.32
af715913-a221-4235-a1a0-7684702d1931,11/14/1976,,999-67-9570,S99944159,X50668825X,Mr.,Matthew562,Blick895,,,M,white,portuguese,M,Funchal  Madeira  PT,991 Casper Forge Unit 10,Brockton,Massachusetts,Plymouth County,2301,42.12795793,-70.99971903,987167.29,7464.18
2f2033f2-3e6c-4ed9-b623-89b7038b3d56,12/6/2014,,999-86-4797,,,,Georgann131,Larson43,,,,white,french_canadian,F,Upton  Massachusetts  US,472 Wilkinson Junction,Worcester,Massachusetts,Worcester County,1545,42.33261815,-71.70958844,110577.41,1974.88
43aa201e-c99a-4008-9cb7-d74a5a347442,10/8/1973,,999-47-5115,S99945477,X63617747X,Mr.,Christoper325,Ritchie586,,,M,white,irish,M,Randolph  Massachusetts  US,267 Hoppe Mission,Hatfield,Massachusetts,Hampshire County,1038,42.39956835,-72.54587008,6502.81,0
63056f6b-4cb3-4f9b-9a62-c3817991e6a1,7/31/1960,,999-11-8315,S99976118,X2778289X,Ms.,Alejandra902,Villa94,,,S,black,dominican,F,Marigot  Saint Andrew Parish  DM,611 Gorczany Landing Unit 52,Dedham,Massachusetts,Norfolk County,2026,42.31939068,-71.12425278,1292481.23,7863.36
7b439fc4-7ac8-48aa-9c2c-df6a8dd38621,12/30/1998,,999-26-1044,S99946543,X89881634X,Ms.,Cheree978,Leannon79,,,,white,italian,F,New Bedford  Massachusetts  US,873 Stroman Glen Suite 83,Boston,Massachusetts,Suffolk County,2108,42.38552713,-71.05813321,502371.18,3346.4
49e4037a-b643-4acf-bbfe-e29ca79b97a1,2/16/1980,,999-99-3293,S99910425,X909994X,Mr.,Carl856,Powlowski563,,,M,white,french,M,Worcester  Massachusetts  US,367 Farrell Lock Suite 49,Fall River,Massachusetts,Bristol County,2720,41.8131372,-71.01426896,1002612.91,3836.32
fec4d8d0-77fb-43d0-ab18-781df3b83e8a,4/18/2012,,999-95-5866,,,,Ernest565,Bogisich202,,,,white,irish,M,Haverhill  Massachusetts  US,127 Osinski Green Unit 31,Brockton,Massachusetts,Plymouth County,2301,42.1471838,-70.97260252,189335.78,2274.04
0ddd0f9a-f593-4987-93a8-5a53162aa3ec,11/29/1946,,999-83-7909,S99936152,X44049359X,Mrs.,Franchesca574,Harvey63,,Hodkiewicz467,M,asian,chinese,F,Springfield  Massachusetts  US,630 Medhurst Way Unit 29,New Bedford,Massachusetts,Bristol County,2740,41.68546836,-71.00660422,1609969.06,16535.62
0060910b-52bd-44fc-8735-05012c94a696,2/15/2004,,999-47-4925,,,,Particia365,Gleason633,,,,white,italian,F,Belmont  Massachusetts  US,509 Boyer Rapid,Haverhill,Massachusetts,Essex County,1830,42.80329134,-71.03441602,358482.1,2894.8
82dab0ca-7c12-4844-a22d-5ecfd27175cf,6/18/1962,,999-28-2144,S99910949,X44309145X,Mr.,Clifford177,Bauch723,,,S,asian,asian_indian,M,Westfield  Massachusetts  US,648 Davis Esplanade,Boston,Massachusetts,Suffolk County,2108,42.41617273,-71.02180756,1519161.48,4090.52
2b083021-e93f-4991-bf49-fd4f20060ef8,10/24/2002,,999-83-6040,S99998967,,,Abby752,Kuvalis369,,,,white,swedish,F,Boston  Massachusetts  US,892 Hoppe Annex,Wakefield,Massachusetts,Middlesex County,1880,42.5823163,-71.06099738,450525.64,2624
3445d3ef-04cf-4c5a-b02e-7510138b143a,11/13/1971,,999-76-9618,S99959838,X77119143X,Mrs.,Elsa29,Rodríquez611,,Cardenas331,M,hispanic,puerto_rican,F,Ponce  Puerto Rico  PR,666 Heller Highlands Apt 0,Chelsea,Massachusetts,Suffolk County,2149,42.44022247,-70.90264627,979320.03,8991.56
b19e6279-35fe-4140-a58e-d8f03111b247,9/27/2012,,999-35-9259,,,,Jeane173,Lakin515,,,,white,irish,F,Framingham  Massachusetts  US,800 Gottlieb Throughway,New Bedford,Massachusetts,Bristol County,2740,41.72431236,-70.90277905,177006.48,2283.2
55af98d6-fa0f-4c10-b249-8d10f59ef64d,8/21/1943,,999-61-9496,S99922765,X27801178X,Mrs.,Dessie725,Mohr916,,Hilpert278,M,white,french,F,Somerville  Massachusetts  US,420 Cummings Camp Unit 25,Templeton,Massachusetts,Worcester County,,42.6422619,-72.03604512,1579369.78,9190.53
6ed47c70-ad21-4fe0-823a-749cf805ff6b,1/26/1967,,999-19-4697,S99910398,X40707530X,Mr.,Harvey63,Eichmann909,,,M,white,english,M,Lynn  Massachusetts  US,858 Bernhard Estate Apt 2,Brookfield,Massachusetts,Worcester County,1506,42.25945325,-72.07618428,1366247.16,6796.65
0d99905b-876b-425d-9915-a8146dea96f3,5/29/1988,,999-59-8957,S99962904,X26862123X,Mrs.,Cynthia180,Thiel172,,Turner526,M,white,polish,F,Arlington  Massachusetts  US,624 Hane Rue,Wilmington,Massachusetts,Middlesex County,1887,42.57375471,-71.1190464,720901.54,6364.4
402fc5c9-ce63-4ca2-af9f-14b08d95396b,10/31/1964,3/29/2016,999-39-8703,S99920875,X80485873X,Mr.,Norberto865,Smitham825,,,M,white,italian,M,Peabody  Massachusetts  US,670 Cole Key Unit 9,Brockton,Massachusetts,Plymouth County,2301,42.09981051,-70.97890755,1117131.62,4422.4
3f31e949-d916-476d-bf37-f6874ab7b1c1,3/23/1992,,999-21-5941,S99947429,X77471875X,Mr.,Clarence5,Abernathy524,,,M,white,portuguese,M,Porto  Douro Litoral  PT,773 Kub Heights,Franklin,Massachusetts,Norfolk County,2038,42.09062176,-71.315381,599179.52,3362.16
e7ca05cb-2e47-46cb-ab4d-4002a798a6fd,7/7/1976,,999-82-1338,S99937669,X79901645X,Mrs.,Kara173,Schneider199,,Cruickshank494,M,white,german,F,Weymouth  Massachusetts  US,392 Kautzer Plaza Apt 18,Wakefield,Massachusetts,Middlesex County,1880,42.57443839,-70.98491272,928953.59,5918.52
b64983c8-5d76-4b8c-a2bb-06ea9dc45366,9/19/1995,,999-81-1934,S99938995,X75942973X,Mr.,Victor265,Kris249,,,,asian,asian_indian,M,Milton  Massachusetts  US,648 Purdy Vista Unit 35,Medway,Massachusetts,Norfolk County,,42.24864223,-71.40103094,74375.07,3643.04
0380d14b-33c3-4a5b-b8ae-86e1833c49c0,6/10/2011,,999-33-6076,,,,Hong136,Lakin515,,,,white,irish,M,Boston  Massachusetts  US,925 Lebsack Road,Boston,Massachusetts,Suffolk County,2108,42.37554561,-71.084579,170806.82,2392.36
2e897141-c9c3-4b0e-b194-a72fb1b392d1,1/10/2008,,999-86-1873,,,,Georgie506,Larson43,,,,white,italian,F,Brookline  Massachusetts  US,244 Mayer Meadow,Worcester,Massachusetts,Worcester County,1545,42.2933034,-71.78922698,296494.41,2859.84
7fe3fe78-f363-4c13-95ae-a05df266448a,1/20/1978,,999-94-7387,S99977380,X34631396X,Ms.,Youlanda785,Hettinger594,,,S,white,italian,F,Fall River  Massachusetts  US,232 Williamson Flat Apt 67,Boston,Massachusetts,Suffolk County,2108,42.44408787,-70.98724613,922457.91,7263.78
7af52d48-a652-4d88-a3ba-0c02d5246c02,9/21/1973,,999-48-1472,S99975242,X73366334X,Mr.,Jarrett354,Gerlach374,,,M,white,italian,M,Haverhill  Massachusetts  US,849 Rosenbaum Light Apt 42,Boylston,Massachusetts,Worcester County,,42.36819377,-71.69232446,1170149.94,9152.48
c21fd57c-71cb-44ff-bb9f-fe85a23ba15a,7/27/1936,1/29/2014,999-29-1898,S99968329,X6553608X,Mr.,Miles206,Wyman904,,,M,white,french,M,Gardner  Massachusetts  US,154 Medhurst Landing Suite 27,Duxbury,Massachusetts,Plymouth County,2332,42.07152512,-70.63554086,1538173.61,13370.84
cd2e6a4f-0ef4-4aa7-b15e-8441a2a55fd8,5/8/2011,,999-62-2372,,,,Luvenia178,MacGyver246,,,,white,scottish,F,Newton  Massachusetts  US,968 Kerluke Trailer Unit 18,Worcester,Massachusetts,Worcester County,1545,42.25684645,-71.8067829,26253.79,3312.24
89092a54-b7dd-47d9-b970-7979d548469a,8/4/2008,,999-91-2726,,,,Roger751,Fahey393,,,,white,irish,M,Methuen  Massachusetts  US,788 O'Keefe Gardens,Boston,Massachusetts,Suffolk County,2108,42.32956187,-71.02220048,281981.62,2998.16
1aef0478-e37d-4d12-b2d2-590c2a6a6e9b,10/31/1964,,999-63-9407,S99918059,X86928471X,Mr.,Boyd728,Batz141,,,M,white,italian,M,Springfield  Massachusetts  US,275 McKenzie Parade Apt 72,Brockton,Massachusetts,Plymouth County,2301,42.15728946,-70.87978652,1389780.63,4914.57
